"","dep","typequ","nb_2012","nb_2017","P13_POP_sum_pop","year","per_inhabitant"
"1156","48","A107",1,1,76607,"2017",1.30536373960604e-05
"1157","48","A108",1,1,76607,"2017",1.30536373960604e-05
"1158","48","A109",1,1,76607,"2017",1.30536373960604e-05
"1159","48","A206",42,39,76607,"2017",0.000509091858446356
"1160","48","A208",23,26,76607,"2017",0.000339394572297571
"1161","49","A104",38,37,800191,"2017",4.6238960448193e-05
"1162","49","A105",1,1,800191,"2017",1.24970163373495e-06
"1163","49","A106",1,2,800191,"2017",2.49940326746989e-06
"1164","49","A107",3,3,800191,"2017",3.74910490120484e-06
"1165","49","A108",2,2,800191,"2017",2.49940326746989e-06
"1166","49","A109",1,1,800191,"2017",1.24970163373495e-06
"1167","49","A206",106,97,800191,"2017",0.00012122105847229
"1168","49","A208",89,94,800191,"2017",0.000117471953571085
"1169","50","A104",44,43,499919,"2017",8.60139342573497e-05
"1170","50","A105",0,0,499919,"2017",0
"1171","50","A106",2,2,499919,"2017",4.00064810499301e-06
"1172","50","A107",3,3,499919,"2017",6.00097215748951e-06
"1173","50","A108",3,3,499919,"2017",6.00097215748951e-06
"1174","50","A109",2,2,499919,"2017",4.00064810499301e-06
"1175","50","A206",83,75,499919,"2017",0.000150024303937238
"1176","50","A208",34,41,499919,"2017",8.20132861523567e-05
"1177","51","A104",39,36,569999,"2017",6.31580055403606e-05
"1178","51","A105",1,1,569999,"2017",1.75438904278779e-06
"1179","51","A106",2,2,569999,"2017",3.50877808557559e-06
"1180","51","A107",2,2,569999,"2017",3.50877808557559e-06
"1181","51","A108",3,3,569999,"2017",5.26316712836338e-06
"1182","51","A109",2,2,569999,"2017",3.50877808557559e-06
"1183","51","A206",80,70,569999,"2017",0.000122807232995146
"1184","51","A208",50,55,569999,"2017",9.64913973533287e-05
"1185","52","A104",27,23,181521,"2017",0.00012670710275946
"1186","52","A105",0,0,181521,"2017",0
"1187","52","A106",1,1,181521,"2017",5.50900446780262e-06
"1188","52","A107",2,2,181521,"2017",1.10180089356052e-05
"1189","52","A108",1,1,181521,"2017",5.50900446780262e-06
"1190","52","A109",1,1,181521,"2017",5.50900446780262e-06
"1191","52","A206",46,30,181521,"2017",0.000165270134034079
"1192","52","A208",59,73,181521,"2017",0.000402157326149591
"1193","53","A104",24,24,307500,"2017",7.80487804878049e-05
"1194","53","A105",0,0,307500,"2017",0
"1195","53","A106",1,1,307500,"2017",3.2520325203252e-06
"1196","53","A107",1,1,307500,"2017",3.2520325203252e-06
"1197","53","A108",1,1,307500,"2017",3.2520325203252e-06
"1198","53","A109",1,1,307500,"2017",3.2520325203252e-06
"1199","53","A206",42,39,307500,"2017",0.000126829268292683
"1200","53","A208",50,50,307500,"2017",0.00016260162601626
"1201","54","A104",34,30,731004,"2017",4.10394471165684e-05
"1202","54","A105",1,1,731004,"2017",1.36798157055228e-06
"1203","54","A106",2,2,731004,"2017",2.73596314110456e-06
"1204","54","A107",3,3,731004,"2017",4.10394471165684e-06
"1205","54","A108",2,2,731004,"2017",2.73596314110456e-06
"1206","54","A109",2,2,731004,"2017",2.73596314110456e-06
"1207","54","A206",120,114,731004,"2017",0.00015594989904296
"1208","54","A208",49,52,731004,"2017",7.11350416687186e-05
"1209","55","A104",25,22,192094,"2017",0.000114527262694306
"1210","55","A105",0,0,192094,"2017",0
"1211","55","A106",2,2,192094,"2017",1.0411569335846e-05
"1212","55","A107",2,2,192094,"2017",1.0411569335846e-05
"1213","55","A108",2,2,192094,"2017",1.0411569335846e-05
"1214","55","A109",1,1,192094,"2017",5.205784667923e-06
"1215","55","A206",47,31,192094,"2017",0.000161379324705613
"1216","55","A208",49,65,192094,"2017",0.000338376003414995
"1217","56","A104",38,37,737778,"2017",5.015058730404e-05
"1218","56","A105",0,0,737778,"2017",0
"1219","56","A106",2,2,737778,"2017",2.71084255697513e-06
"1220","56","A107",2,2,737778,"2017",2.71084255697513e-06
"1221","56","A108",2,2,737778,"2017",2.71084255697513e-06
"1222","56","A109",2,2,737778,"2017",2.71084255697513e-06
"1223","56","A206",124,111,737778,"2017",0.00015045176191212
"1224","56","A208",64,74,737778,"2017",0.00010030117460808
"1225","57","A104",46,46,1046873,"2017",4.3940382453268e-05
"1226","57","A105",1,1,1046873,"2017",9.55225705505825e-07
"1227","57","A106",3,3,1046873,"2017",2.86567711651748e-06
"1228","57","A107",5,5,1046873,"2017",4.77612852752913e-06
"1229","57","A108",3,3,1046873,"2017",2.86567711651748e-06
"1230","57","A109",0,3,1046873,"2017",2.86567711651748e-06
"1231","57","A206",128,111,1046873,"2017",0.000106030053311147
"1232","57","A208",64,80,1046873,"2017",7.6418056440466e-05
"1233","58","A104",28,28,215221,"2017",0.000130098828645904
"1234","58","A105",0,0,215221,"2017",0
"1235","58","A106",1,1,215221,"2017",4.6463867373537e-06
"1236","58","A107",2,2,215221,"2017",9.2927734747074e-06
"1237","58","A108",1,1,215221,"2017",4.6463867373537e-06
"1238","58","A109",1,1,215221,"2017",4.6463867373537e-06
"1239","58","A206",57,46,215221,"2017",0.00021373378991827
"1240","58","A208",68,79,215221,"2017",0.000367064552250942
"1241","59","A104",54,48,2595536,"2017",1.84932900179385e-05
"1242","59","A105",1,1,2595536,"2017",3.85276875373719e-07
"1243","59","A106",6,6,2595536,"2017",2.31166125224231e-06
"1244","59","A107",10,10,2595536,"2017",3.85276875373719e-06
"1245","59","A108",10,10,2595536,"2017",3.85276875373719e-06
"1246","59","A109",5,4,2595536,"2017",1.54110750149487e-06
"1247","59","A206",334,315,2595536,"2017",0.000121362215742721
"1248","59","A208",44,63,2595536,"2017",2.42724431485443e-05
"1249","60","A104",45,43,815400,"2017",5.27348540593574e-05
"1250","60","A105",0,0,815400,"2017",0
"1251","60","A106",3,3,815400,"2017",3.67917586460633e-06
"1252","60","A107",3,3,815400,"2017",3.67917586460633e-06
"1253","60","A108",3,3,815400,"2017",3.67917586460633e-06
"1254","60","A109",2,2,815400,"2017",2.45278390973755e-06
"1255","60","A206",128,119,815400,"2017",0.000145940642629384
"1256","60","A208",57,67,815400,"2017",8.2168260976208e-05
"1257","61","A104",35,29,288848,"2017",0.000100398825679942
"1258","61","A105",0,0,288848,"2017",0
"1259","61","A106",2,2,288848,"2017",6.9240569434443e-06
"1260","61","A107",3,3,288848,"2017",1.03860854151665e-05
"1261","61","A108",2,2,288848,"2017",6.9240569434443e-06
"1262","61","A109",1,1,288848,"2017",3.46202847172215e-06
"1263","61","A206",43,39,288848,"2017",0.000135019110397164
"1264","61","A208",37,42,288848,"2017",0.00014540519581233
"1265","62","A104",51,46,1465205,"2017",3.13949242597452e-05
"1266","62","A105",0,0,1465205,"2017",0
"1267","62","A106",4,4,1465205,"2017",2.72999341389089e-06
"1268","62","A107",7,7,1465205,"2017",4.77748847430906e-06
"1269","62","A108",6,6,1465205,"2017",4.09499012083633e-06
"1270","62","A109",2,2,1465205,"2017",1.36499670694544e-06
"1271","62","A206",217,191,1465205,"2017",0.00013035718551329
"1272","62","A208",37,57,1465205,"2017",3.89024061479452e-05
"1273","63","A104",49,47,640999,"2017",7.3323047305846e-05
"1274","63","A105",1,1,640999,"2017",1.5600648362946e-06
"1275","63","A106",1,1,640999,"2017",1.5600648362946e-06
"1276","63","A107",3,3,640999,"2017",4.68019450888379e-06
"1277","63","A108",2,2,640999,"2017",3.12012967258919e-06
"1278","63","A109",1,1,640999,"2017",1.5600648362946e-06
"1279","63","A206",135,119,640999,"2017",0.000185647715519057
"1280","63","A208",88,96,640999,"2017",0.000149766224284281
"1281","64","A104",42,41,664057,"2017",6.17416878370381e-05
"1282","64","A105",1,1,664057,"2017",1.50589482529361e-06
"1283","64","A106",2,2,664057,"2017",3.01178965058722e-06
"1284","64","A107",3,3,664057,"2017",4.51768447588084e-06
"1285","64","A108",2,2,664057,"2017",3.01178965058722e-06
"1286","64","A109",2,2,664057,"2017",3.01178965058722e-06
"1287","64","A206",108,99,664057,"2017",0.000149083587704068
"1288","64","A208",42,52,664057,"2017",7.83065309152678e-05
"1289","65","A104",21,19,228868,"2017",8.30172850726183e-05
"1290","65","A105",0,0,228868,"2017",0
"1291","65","A106",1,1,228868,"2017",4.3693307932957e-06
"1292","65","A107",1,1,228868,"2017",4.3693307932957e-06
"1293","65","A108",1,1,228868,"2017",4.3693307932957e-06
"1294","65","A109",1,1,228868,"2017",4.3693307932957e-06
"1295","65","A206",66,47,228868,"2017",0.000205358547284898
"1296","65","A208",29,44,228868,"2017",0.000192250554905011
"1297","66","A104",33,31,462705,"2017",6.69973309127846e-05
"1298","66","A105",0,0,462705,"2017",0
"1299","66","A106",1,1,462705,"2017",2.16120422299305e-06
"1300","66","A107",1,1,462705,"2017",2.16120422299305e-06
"1301","66","A108",1,1,462705,"2017",2.16120422299305e-06
"1302","66","A109",1,1,462705,"2017",2.16120422299305e-06
"1303","66","A206",105,98,462705,"2017",0.000211798013853319
"1304","66","A208",57,63,462705,"2017",0.000136155866048562
"1305","67","A104",40,38,1109460,"2017",3.42508968326934e-05
"1306","67","A105",0,0,1109460,"2017",0
"1307","67","A106",2,2,1109460,"2017",1.80267878066807e-06
"1308","67","A107",7,7,1109460,"2017",6.30937573233825e-06
"1309","67","A108",4,4,1109460,"2017",3.60535756133615e-06
"1310","67","A109",0,2,1109460,"2017",1.80267878066807e-06
"1311","67","A206",136,124,1109460,"2017",0.000111766084401421
"1312","67","A208",45,51,1109460,"2017",4.59683089070359e-05
"1313","68","A104",36,37,758723,"2017",4.87661504923404e-05
"1314","68","A105",1,1,758723,"2017",1.31800406736055e-06
"1315","68","A106",2,2,758723,"2017",2.6360081347211e-06
"1316","68","A107",4,4,758723,"2017",5.27201626944221e-06
"1317","68","A108",2,2,758723,"2017",2.6360081347211e-06
"1318","68","A109",0,2,758723,"2017",2.6360081347211e-06
"1319","68","A206",94,86,758723,"2017",0.000113348349793007
"1320","68","A208",37,42,758723,"2017",5.53561708291432e-05
"1321","69","A104",35,34,1779845,"2017",1.91027870404445e-05
"1322","69","A105",1,1,1779845,"2017",5.61846677660133e-07
"1323","69","A106",2,2,1779845,"2017",1.12369335532027e-06
"1324","69","A107",3,3,1779845,"2017",1.6855400329804e-06
"1325","69","A108",2,2,1779845,"2017",1.12369335532027e-06
"1326","69","A109",2,2,1779845,"2017",1.12369335532027e-06
"1327","69","A206",190,166,1779845,"2017",9.32665484915821e-05
"1328","69","A208",50,62,1779845,"2017",3.48344940149283e-05
"1329","70","A104",27,27,238956,"2017",0.000112991513081906
"1330","70","A105",0,0,238956,"2017",0
"1331","70","A106",1,1,238956,"2017",4.18487085488542e-06
"1332","70","A107",2,2,238956,"2017",8.36974170977084e-06
"1333","70","A108",2,2,238956,"2017",8.36974170977084e-06
"1334","70","A109",1,1,238956,"2017",4.18487085488542e-06
"1335","70","A206",58,43,238956,"2017",0.000179949446760073
"1336","70","A208",54,69,238956,"2017",0.000288756088987094
"1337","71","A104",48,41,556222,"2017",7.37115755939175e-05
"1338","71","A105",0,0,556222,"2017",0
"1339","71","A106",2,2,556222,"2017",3.59568661433744e-06
"1340","71","A107",3,3,556222,"2017",5.39352992150616e-06
"1341","71","A108",2,2,556222,"2017",3.59568661433744e-06
"1342","71","A109",2,2,556222,"2017",3.59568661433744e-06
"1343","71","A206",109,93,556222,"2017",0.000167199427566691
"1344","71","A208",88,97,556222,"2017",0.000174390800795366
"1345","72","A104",38,37,569035,"2017",6.50223624205892e-05
"1346","72","A105",0,0,569035,"2017",0
"1347","72","A106",1,1,569035,"2017",1.75736114650241e-06
"1348","72","A107",2,2,569035,"2017",3.51472229300482e-06
"1349","72","A108",1,1,569035,"2017",1.75736114650241e-06
"1350","72","A109",1,1,569035,"2017",1.75736114650241e-06
"1351","72","A206",75,64,569035,"2017",0.000112471113376154
"1352","72","A208",107,113,569035,"2017",0.000198581809554773
"1353","73","A104",31,29,423715,"2017",6.84422312167377e-05
"1354","73","A105",1,1,423715,"2017",2.36007693850819e-06
"1355","73","A106",2,2,423715,"2017",4.72015387701639e-06
"1356","73","A107",2,2,423715,"2017",4.72015387701639e-06
"1357","73","A108",3,3,423715,"2017",7.08023081552459e-06
"1358","73","A109",1,1,423715,"2017",2.36007693850819e-06
"1359","73","A206",84,74,423715,"2017",0.000174645693449606
"1360","73","A208",56,62,423715,"2017",0.000146324770187508
"1361","74","A104",38,35,769677,"2017",4.54736207526014e-05
"1362","74","A105",0,0,769677,"2017",0
"1363","74","A106",3,3,769677,"2017",3.89773892165155e-06
"1364","74","A107",4,4,769677,"2017",5.19698522886873e-06
"1365","74","A108",3,3,769677,"2017",3.89773892165155e-06
"1366","74","A109",2,2,769677,"2017",2.59849261443437e-06
"1367","74","A206",109,101,769677,"2017",0.000131223877028936
"1368","74","A208",37,46,769677,"2017",5.97653301319904e-05
"1369","75","A104",1,0,2229621,"2017",0
"1370","75","A105",1,1,2229621,"2017",4.48506719303415e-07
"1371","75","A106",1,1,2229621,"2017",4.48506719303415e-07
"1372","75","A107",20,20,2229621,"2017",8.97013438606831e-06
"1373","75","A108",1,1,2229621,"2017",4.48506719303415e-07
"1374","75","A109",1,1,2229621,"2017",4.48506719303415e-07
"1375","75","A206",188,173,2229621,"2017",7.75916624394908e-05
"1376","75","A208",0,0,2229621,"2017",0
"1377","76","A104",49,43,1254609,"2017",3.42736262851614e-05
"1378","76","A105",1,1,1254609,"2017",7.97061076399101e-07
"1379","76","A106",3,3,1254609,"2017",2.3911832291973e-06
"1380","76","A107",3,3,1254609,"2017",2.3911832291973e-06
"1381","76","A108",3,3,1254609,"2017",2.3911832291973e-06
"1382","76","A109",3,3,1254609,"2017",2.3911832291973e-06
"1383","76","A206",155,144,1254609,"2017",0.000114776795001471
"1384","76","A208",62,67,1254609,"2017",5.34030921187398e-05
"1385","77","A104",32,29,1365200,"2017",2.12423088192206e-05
"1386","77","A105",0,0,1365200,"2017",0
"1387","77","A106",3,3,1365200,"2017",2.197480222678e-06
"1388","77","A107",4,4,1365200,"2017",2.92997363023733e-06
"1389","77","A108",3,3,1365200,"2017",2.197480222678e-06
"1390","77","A109",2,2,1365200,"2017",1.46498681511866e-06
"1391","77","A206",182,177,1365200,"2017",0.000129651333138002
"1392","77","A208",42,55,1365200,"2017",4.02871374157633e-05
"1393","78","A104",22,20,1418484,"2017",1.40995598117427e-05
"1394","78","A105",1,1,1418484,"2017",7.04977990587134e-07
"1395","78","A106",1,1,1418484,"2017",7.04977990587134e-07
"1396","78","A107",5,5,1418484,"2017",3.52488995293567e-06
"1397","78","A108",5,5,1418484,"2017",3.52488995293567e-06
"1398","78","A109",1,1,1418484,"2017",7.04977990587134e-07
"1399","78","A206",137,123,1418484,"2017",8.67122928422175e-05
"1400","78","A208",35,42,1418484,"2017",2.96090756046596e-05
"1401","79","A104",29,27,371632,"2017",7.26525164679037e-05
"1402","79","A105",0,0,371632,"2017",0
"1403","79","A106",1,1,371632,"2017",2.69083394325569e-06
"1404","79","A107",2,2,371632,"2017",5.38166788651139e-06
"1405","79","A108",2,2,371632,"2017",5.38166788651139e-06
"1406","79","A109",1,1,371632,"2017",2.69083394325569e-06
"1407","79","A206",53,49,371632,"2017",0.000131850863219529
"1408","79","A208",42,47,371632,"2017",0.000126469195333018
"1409","80","A104",38,37,571675,"2017",6.47220885992916e-05
"1410","80","A105",1,1,571675,"2017",1.74924563781869e-06
"1411","80","A106",1,1,571675,"2017",1.74924563781869e-06
"1412","80","A107",3,3,571675,"2017",5.24773691345607e-06
"1413","80","A108",3,3,571675,"2017",5.24773691345607e-06
"1414","80","A109",1,1,571675,"2017",1.74924563781869e-06
"1415","80","A206",96,83,571675,"2017",0.000145187387938951
"1416","80","A208",59,71,571675,"2017",0.000124196440285127
"1417","81","A104",34,31,381927,"2017",8.11673434975794e-05
"1418","81","A105",0,0,381927,"2017",0
"1419","81","A106",2,2,381927,"2017",5.23660280629544e-06
"1420","81","A107",2,2,381927,"2017",5.23660280629544e-06
"1421","81","A108",2,2,381927,"2017",5.23660280629544e-06
"1422","81","A109",2,2,381927,"2017",5.23660280629544e-06
"1423","81","A206",70,56,381927,"2017",0.000146624878576272
"1424","81","A208",31,44,381927,"2017",0.0001152052617385
"1425","82","A104",23,21,250342,"2017",8.38852449848607e-05
"1426","82","A105",0,0,250342,"2017",0
"1427","82","A106",1,1,250342,"2017",3.99453547546956e-06
"1428","82","A107",2,2,250342,"2017",7.98907095093911e-06
"1429","82","A108",1,1,250342,"2017",3.99453547546956e-06
"1430","82","A109",1,1,250342,"2017",3.99453547546956e-06
"1431","82","A206",66,51,250342,"2017",0.000203721309248947
"1432","82","A208",30,42,250342,"2017",0.000167770489969721
"1433","83","A104",32,32,1028583,"2017",3.11107611150486e-05
"1434","83","A105",0,0,1028583,"2017",0
"1435","83","A106",2,2,1028583,"2017",1.94442256969054e-06
"1436","83","A107",4,4,1028583,"2017",3.88884513938107e-06
"1437","83","A108",3,3,1028583,"2017",2.9166338545358e-06
"1438","83","A109",3,3,1028583,"2017",2.9166338545358e-06
"1439","83","A206",165,157,1028583,"2017",0.000152637171720707
"1440","83","A208",21,22,1028583,"2017",2.13886482665959e-05
"1441","84","A104",25,23,549949,"2017",4.18220598637328e-05
"1442","84","A105",0,0,549949,"2017",0
"1443","84","A106",2,2,549949,"2017",3.6367008577159e-06
"1444","84","A107",4,4,549949,"2017",7.27340171543179e-06
"1445","84","A108",2,2,549949,"2017",3.6367008577159e-06
"1446","84","A109",1,1,549949,"2017",1.81835042885795e-06
"1447","84","A206",107,101,549949,"2017",0.000183653393314653
"1448","84","A208",21,25,549949,"2017",4.54587607214487e-05
"1449","85","A104",31,30,655506,"2017",4.57661714766913e-05
"1450","85","A105",0,0,655506,"2017",0
"1451","85","A106",2,2,655506,"2017",3.05107809844609e-06
"1452","85","A107",3,3,655506,"2017",4.57661714766913e-06
"1453","85","A108",2,2,655506,"2017",3.05107809844609e-06
"1454","85","A109",1,1,655506,"2017",1.52553904922304e-06
"1455","85","A206",95,78,655506,"2017",0.000118992045839397
"1456","85","A208",75,84,655506,"2017",0.000128145280134736
"1457","86","A104",31,26,431248,"2017",6.02901346788855e-05
"1458","86","A105",1,1,431248,"2017",2.31885133380329e-06
"1459","86","A106",1,1,431248,"2017",2.31885133380329e-06
"1460","86","A107",2,2,431248,"2017",4.63770266760658e-06
"1461","86","A108",1,1,431248,"2017",2.31885133380329e-06
"1462","86","A109",1,1,431248,"2017",2.31885133380329e-06
"1463","86","A206",92,79,431248,"2017",0.00018318925537046
"1464","86","A208",71,80,431248,"2017",0.000185508106704263
"1465","87","A104",26,24,375856,"2017",6.38542420501469e-05
"1466","87","A105",1,1,375856,"2017",2.66059341875612e-06
"1467","87","A106",1,1,375856,"2017",2.66059341875612e-06
"1468","87","A107",1,1,375856,"2017",2.66059341875612e-06
"1469","87","A108",1,1,375856,"2017",2.66059341875612e-06
"1470","87","A109",1,1,375856,"2017",2.66059341875612e-06
"1471","87","A206",80,67,375856,"2017",0.00017825975905666
"1472","87","A208",63,76,375856,"2017",0.000202205099825465
"1473","88","A104",33,30,375226,"2017",7.99518157057347e-05
"1474","88","A105",0,0,375226,"2017",0
"1475","88","A106",1,1,375226,"2017",2.66506052352449e-06
"1476","88","A107",2,2,375226,"2017",5.33012104704898e-06
"1477","88","A108",2,2,375226,"2017",5.33012104704898e-06
"1478","88","A109",1,1,375226,"2017",2.66506052352449e-06
"1479","88","A206",79,66,375226,"2017",0.000175893994552616
"1480","88","A208",36,54,375226,"2017",0.000143913268270322
"1481","89","A104",37,33,341483,"2017",9.66373143026153e-05
"1482","89","A105",0,0,341483,"2017",0
"1483","89","A106",2,2,341483,"2017",5.85680692743123e-06
"1484","89","A107",2,2,341483,"2017",5.85680692743123e-06
"1485","89","A108",2,2,341483,"2017",5.85680692743123e-06
"1486","89","A109",2,2,341483,"2017",5.85680692743123e-06
"1487","89","A206",57,52,341483,"2017",0.000152276980113212
"1488","89","A208",94,102,341483,"2017",0.000298697153298993
"1489","90","A104",8,8,144318,"2017",5.54331407031694e-05
"1490","90","A105",0,0,144318,"2017",0
"1491","90","A106",1,1,144318,"2017",6.92914258789618e-06
"1492","90","A107",1,1,144318,"2017",6.92914258789618e-06
"1493","90","A108",1,1,144318,"2017",6.92914258789618e-06
"1494","90","A109",1,1,144318,"2017",6.92914258789618e-06
"1495","90","A206",24,19,144318,"2017",0.000131653709170027
"1496","90","A208",5,7,144318,"2017",4.85039981152732e-05
"1497","91","A104",26,25,1253931,"2017",1.9937301175264e-05
"1498","91","A105",0,0,1253931,"2017",0
"1499","91","A106",1,1,1253931,"2017",7.97492047010561e-07
"1500","91","A107",5,5,1253931,"2017",3.98746023505281e-06
"1501","91","A108",2,2,1253931,"2017",1.59498409402112e-06
"1502","91","A109",1,1,1253931,"2017",7.97492047010561e-07
"1503","91","A206",116,108,1253931,"2017",8.61291410771406e-05
"1504","91","A208",25,28,1253931,"2017",2.23297773162957e-05
"1505","92","A104",1,0,1591403,"2017",0
"1506","92","A105",0,0,1591403,"2017",0
"1507","92","A106",1,1,1591403,"2017",6.28376344646831e-07
"1508","92","A107",7,7,1591403,"2017",4.39863441252781e-06
"1509","92","A108",2,2,1591403,"2017",1.25675268929366e-06
"1510","92","A109",1,1,1591403,"2017",6.28376344646831e-07
"1511","92","A206",101,100,1591403,"2017",6.28376344646831e-05
"1512","92","A208",3,3,1591403,"2017",1.88512903394049e-06
"1513","93","A104",1,0,1552482,"2017",0
"1514","93","A105",0,0,1552482,"2017",0
"1515","93","A106",1,1,1552482,"2017",6.44129851425008e-07
"1516","93","A107",8,8,1552482,"2017",5.15303881140007e-06
"1517","93","A108",1,1,1552482,"2017",6.44129851425008e-07
"1518","93","A109",1,1,1552482,"2017",6.44129851425008e-07
"1519","93","A206",96,94,1552482,"2017",6.05482060339508e-05
"1520","93","A208",3,4,1552482,"2017",2.57651940570003e-06
"1521","94","A104",1,0,1354005,"2017",0
"1522","94","A105",0,0,1354005,"2017",0
"1523","94","A106",1,1,1354005,"2017",7.38549709934601e-07
"1524","94","A107",6,6,1354005,"2017",4.43129825960761e-06
"1525","94","A108",2,2,1354005,"2017",1.4770994198692e-06
"1526","94","A109",1,1,1354005,"2017",7.38549709934601e-07
"1527","94","A206",98,95,1354005,"2017",7.01622224437871e-05
"1528","94","A208",5,5,1354005,"2017",3.69274854967301e-06
"1529","95","A104",20,17,1194681,"2017",1.42297399891687e-05
"1530","95","A105",0,0,1194681,"2017",0
"1531","95","A106",1,1,1194681,"2017",8.37043528774627e-07
"1532","95","A107",4,4,1194681,"2017",3.34817411509851e-06
"1533","95","A108",3,3,1194681,"2017",2.51113058632388e-06
"1534","95","A109",1,1,1194681,"2017",8.37043528774627e-07
"1535","95","A206",128,117,1194681,"2017",9.79340928666313e-05
"1536","95","A208",12,20,1194681,"2017",1.67408705754925e-05
